              T              E       Evar/T^2              M         Mvar/T      MvarAbs/T            |M|     Num_config
      2.1120000     -1.6504054     0.99704281    -0.86181781      1.0497108      1.0483593     0.86182195      535957338
      2.1130000     -1.6488617      1.0141166    -0.25497107      128.97370      1.1487859     0.86037511      541631139
      2.1140000     -1.6478560     0.99668534    -0.69458766      49.865124      1.0311137     0.86054620      547287384
      2.1150000     -1.6477658      1.0105364   -0.025036150      140.96962      1.1343709     0.86023583      552936150
      2.1160000     -1.6477580     0.99547461    -0.40824323      109.70861      1.0052333     0.86122203      558637741
      2.1170000     -1.6444955      1.0157969    -0.64669166      61.228744      1.1793650     0.85791692      564348737
      2.1180000     -1.6441016      1.0242196    -0.45455496      101.13544      1.1877092     0.85781318      570067150
      2.1190000     -1.6423355      1.0366444    -0.14145135      135.88992      1.2914312     0.85617989      575848130
      2.1200000     -1.6421550      1.0363466    -0.81741465      13.553291      1.2595857     0.85634301      581655415
      2.1210000     -1.6418793      1.0155877    -0.46890722      98.273557      1.1172396     0.85734786      587445576
      2.1220000     -1.6407101      1.0240471    -0.52861694      86.687394      1.1949205     0.85613868      593207268
      2.1230000     -1.6390305      1.0366863     0.11994917      136.21707      1.2153840     0.85493231      599011018
      2.1240000     -1.6369643      1.0529950    -0.30060629      121.27500      1.4216109     0.85251723      604869391
      2.1250000     -1.6369637      1.0244012    -0.49883327      91.659867      1.1791494     0.85411559      610713248
      2.1260000     -1.6350414      1.0453272    -0.37781994      111.14492      1.2504748     0.85254730      616593067
      2.1270000     -1.6343175      1.0591832    -0.42397031      103.88039      1.4061366     0.85126827      622536690
      2.1280000     -1.6346275      1.0351719    -0.10021877      135.94428      1.2698504     0.85235659      628418135
      2.1290000     -1.6327163      1.0570501    -0.33536485      116.14130      1.3804312     0.85046123      634414566
      2.1300000     -1.6317310      1.0605773    -0.56405709      77.362970      1.3226177     0.85033833      640379221
      2.1310000     -1.6296484      1.0792217    -0.23447023      126.23231      1.4494143     0.84838503      646392595
      2.1320000     -1.6294779      1.0667766    -0.72324810      38.443617      1.3463118     0.84900910      652395028
      2.1330000     -1.6292681      1.0529034   -0.079603120      135.40148      1.2945159     0.84938922      658394142
      2.1340000     -1.6278653      1.0726670     0.15136740      131.86453      1.3517945     0.84805514      664376479
      2.1350000     -1.6263477      1.0757020    -0.39339314      106.73352      1.4470323     0.84659600      670468430
      2.1360000     -1.6256914      1.0599563    -0.62082604      63.553986      1.3048724     0.84725158      676531061
      2.1370000     -1.6236219      1.1016718    0.014524850      135.04332      1.5208768     0.84472163      682649318
      2.1380000     -1.6236557      1.0875025    -0.51011173      86.386447      1.4981977     0.84495069      688747445
      2.1390000     -1.6212411      1.1101097    -0.31425058      115.98557      1.5896450     0.84290310      694911147
      2.1400000     -1.6208025      1.0965044    -0.21893584      125.43120      1.5493776     0.84303064      701068906
      2.1410000     -1.6206478      1.0900875    -0.39589603      105.09806      1.4238078     0.84359357      707247389
      2.1420000     -1.6178315      1.1190708    -0.10919951      131.47765      1.5794129     0.84114777      713460563
      2.1430000     -1.6165408      1.1144167    -0.26529331      120.18975      1.6079737     0.84004905      719679180
      2.1440000     -1.6166982      1.1150898   -0.015029130      133.23973      1.6055490     0.84011017      725953866
      2.1450000     -1.6160045      1.1056373     0.24028595      122.53211      1.4747033     0.84077801      732225242
      2.1460000     -1.6153007      1.1048087    -0.35322033      109.87619      1.4991484     0.84036149      738500080
      2.1470000     -1.6123877      1.1230482    -0.45620771      93.548756      1.6166544     0.83759837      744870202
      2.1480000     -1.6128035      1.1087979    -0.43678779      96.905458      1.5551033     0.83834061      751168593
      2.1490000     -1.6107945      1.1384308    0.047366810      131.42788      1.7317033     0.83608393      757503756
      2.1500000     -1.6081207      1.1396214    -0.37147873      105.51480      1.7240179     0.83418937      763857371
      2.1510000     -1.6078508      1.1522231    -0.19727811      123.87220      1.7876730     0.83392337      770269133
      2.1520000     -1.6061551      1.1600184    -0.33783048      109.55787      1.8092603     0.83295676      776725375
      2.1530000     -1.6063992      1.1387137    -0.19120971      124.05648      1.7268308     0.83366691      783161106
      2.1540000     -1.6040658      1.1611147    -0.39073851      101.80222      1.9691391     0.83082955      789634157
      2.1550000     -1.6029509      1.1641986   -0.094383190      128.23105      1.9325532     0.83026583      796133850
      2.1560000     -1.6034601      1.1480296    -0.44078062      94.133138      1.7514784     0.83200042      802640777
      2.1570000     -1.6018809      1.1330551    -0.26709963      116.70939      1.6237528     0.83183021      809130420
      2.1580000     -1.6007979      1.1618169    -0.27031750      115.91075      1.9011556     0.82955008      815675224
      2.1590000     -1.5993604      1.1629978    -0.12643661      126.13920      1.8358162     0.82880259      822230015
      2.1600000     -1.5978398      1.1825658    -0.23637554      118.28681      2.0017557     0.82692968      828791725
      2.1610000     -1.5978986      1.1761618   -0.058443530      128.10772      1.9402587     0.82766863      835405047
      2.1620000     -1.5966946      1.1815667    -0.27164647      114.87811      1.9323192     0.82720239      841996096
      2.1630000     -1.5949446      1.1755899    0.024678480      127.98886      1.9272667     0.82600670      848627601
      2.1640000     -1.5944357      1.1674247   -0.059872690      127.36513      1.8978842     0.82605237      855266064
      2.1650000     -1.5923000      1.1911629    -0.40689336      96.783436      1.9351534     0.82397120      861940832
      2.1660000     -1.5912240      1.1901847    -0.41599820      95.191602      1.9100408     0.82351330      868642757
      2.1670000     -1.5891950      1.2203752   0.0075524400      126.51427      2.1405063     0.82088484      875398756
      2.1680000     -1.5881559      1.2089319    -0.37171631      100.81739      2.1467541     0.82034617      882149200
      2.1690000     -1.5876524      1.2202863    -0.24376508      115.24327      2.1943623     0.82001776      888891960
      2.1700000     -1.5868619      1.2072467    -0.10536326      124.03221      2.0888690     0.82014878      895684222
      2.1710000     -1.5860722      1.1920255    -0.30816662      108.67477      1.8858981     0.82131800      902489172
      2.1720000     -1.5850652      1.2091837    0.046359640      125.18492      2.1932230     0.81853168      909257514
      2.1730000     -1.5835097      1.2186231    -0.39682603      96.286764      2.1730647     0.81776743      916081253
      2.1740000     -1.5812011      1.2153040     0.20795029      116.77194      2.1238304     0.81630619      922976577
      2.1750000     -1.5796024      1.2453408    -0.14766683      120.19778      2.3422690     0.81403001      929899700
      2.1760000     -1.5803520      1.2160312    0.026687590      124.45092      2.1811164     0.81600243      936768200
      2.1770000     -1.5778249      1.2420242   -0.051779460      123.14707      2.3890085     0.81234650      943703675
      2.1780000     -1.5762746      1.2518923     0.19846386      116.08686      2.3958348     0.81144040      950694154
      2.1790000     -1.5751588      1.2596891    -0.10857814      120.93059      2.3587735     0.81099270      957717505
      2.1800000     -1.5722475      1.2756039    -0.18537106      115.92194      2.5916646     0.80747286      964709636
      2.1810000     -1.5720735      1.2665324     0.29906989      105.97150      2.5313540     0.80836267      971765307
      2.1820000     -1.5731983      1.2484803    -0.38456813      95.585551      2.3313631     0.81030503      978751233
      2.1830000     -1.5708070      1.2540228    -0.21513247      113.67863      2.3723701     0.80853935      985781940
      2.1840000     -1.5689491      1.2902890    -0.13009548      118.39373      2.6155750     0.80565102      992912389
      2.1850000     -1.5668181      1.2971205   -0.090338200      119.38471      2.6831130     0.80351944      999994469
      2.1860000     -1.5660508      1.2896506   -0.067369710      120.06370      2.5845111     0.80409107     1007196683
      2.1870000     -1.5661781      1.2646895    0.073470430      120.09113      2.3851984     0.80557747     1014379154
      2.1880000     -1.5647809      1.2702021  -0.0037974900      120.57454      2.5188693     0.80360373     1021550480
      2.1890000     -1.5632866      1.2860960    0.038082300      120.00885      2.5784798     0.80255090     1028749560
      2.1900000     -1.5621272      1.2920998   -0.081342600      118.85277      2.6309192     0.80182994     1035995341
      2.1910000     -1.5598677      1.3172025    -0.10322868      117.25026      2.8674408     0.79824060     1043311693
      2.1920000     -1.5604941      1.2829320   -0.093502230      118.04526      2.5780982     0.80093865     1050571359
      2.1930000     -1.5583876      1.2952285    -0.22741454      109.64137      2.6532202     0.79892420     1057897313
      2.1940000     -1.5571534      1.2948105    -0.17393888      113.26900      2.7268535     0.79785864     1065216358
      2.1950000     -1.5529843      1.3460235     0.15786578      112.94972      3.0633680     0.79241590     1072643103
      2.1960000     -1.5519461      1.3420273     0.11790450      114.70013      3.0643072     0.79169572     1080027899
      2.1970000     -1.5518193      1.3250947     0.23257237      107.50665      2.9327286     0.79275605     1087490931
      2.1980000     -1.5503447      1.3486122     0.11248785      114.59365      3.1087463     0.79073577     1095029440
      2.1990000     -1.5504177      1.3195949   -0.067675650      116.29712      2.8218567     0.79272333     1102514085
      2.2000000     -1.5496878      1.3294124    -0.18316313      110.81887      2.9144246     0.79184795     1109989185
      2.2010000     -1.5452474      1.3596980    -0.11526837      113.14825      3.2274734     0.78620981     1117609943
      2.2020000     -1.5450682      1.3667922    -0.17254608      110.08684      3.2897667     0.78593258     1125187637
      2.2030000     -1.5433986      1.3807636   0.0025096100      114.98941      3.4073399     0.78392891     1132797677
      2.2040000     -1.5420574      1.3748982   -0.044553580      114.50976      3.3341266     0.78394054     1140356144
      2.2050000     -1.5414887      1.3660493    0.026220960      114.77875      3.2278560     0.78460934     1148020541
      2.2060000     -1.5412966      1.3487350   -0.040865760      114.51249      3.0700138     0.78503202     1155642539
      2.2070000     -1.5375540      1.3901708   -0.060294080      113.00150      3.4353205     0.77985048     1163355612
      2.2080000     -1.5367116      1.3643663    -0.24425017      102.83096      3.1651055     0.78090567     1171045891
      2.2090000     -1.5378612      1.3654168   -0.047263760      113.71191      3.1332709     0.78288212     1178698987
      2.2100000     -1.5360363      1.3641201   -0.092442940      112.01690      3.2266967     0.78077626     1186402050
      2.2110000     -1.5317777      1.4102220    0.067322150      111.46660      3.6625429     0.77486723     1194180182
      2.2120000     -1.5309103      1.4034056   -0.012067310      111.95178      3.6779082     0.77388639     1201928151
      2.2130000     -1.5311756      1.3809451    -0.19485323      105.45056      3.3584094     0.77639721     1209722124
      2.2140000     -1.5276839      1.4197306   -0.023721360      111.32126      3.5237206     0.77280146     1217629164
      2.2150000     -1.5264442      1.4116827    -0.18207426      105.00413      3.6754557     0.77088170     1225558558
      2.2160000     -1.5274380      1.3975809     0.24046062      100.95842      3.4111019     0.77345552     1233468660
      2.2170000     -1.5263971      1.3882915   -0.088535580      109.77754      3.5160906     0.77252354     1241373422
      2.2180000     -1.5242067      1.3969498   -0.094701440      108.99965      3.6044681     0.77031464     1249282918
      2.2190000     -1.5220026      1.4220991    0.026100800      109.83751      3.6787582     0.76785216     1257268664
      2.2200000     -1.5186891      1.4528991    -0.18667047      102.64029      4.0287533     0.76298091     1265363843
      2.2210000     -1.5171747      1.4623295  0.00020750000      108.49044      4.1579524     0.76112166     1273424704
      2.2220000     -1.5186923      1.4319946   -0.070726380      108.38359      3.7617375     0.76562172     1281399800
      2.2230000     -1.5175399      1.4137042     0.17628672      103.53208      3.7030349     0.76542598     1289428270
      2.2240000     -1.5156556      1.4287935    -0.21706581      100.02911      3.7719093     0.76309081     1297523356
      2.2250000     -1.5120277      1.4633230   -0.069870410      106.47610      4.1010620     0.75785421     1305594144
      2.2260000     -1.5099186      1.4864258    0.045217160      106.36154      4.3692811     0.75473936     1313758299
      2.2270000     -1.5118001      1.4404028    -0.10168720      105.69946      3.9761014     0.75939784     1321940311
      2.2280000     -1.5070107      1.4731471     0.13776337      102.83640      4.1941708     0.75393365     1330195434
      2.2290000     -1.5068122      1.4684063    -0.15765402      101.72089      4.2103422     0.75381184     1338463353
      2.2300000     -1.5057295      1.4679657   -0.095899600      104.29345      4.2132861     0.75308940     1346766839
      2.2310000     -1.5033183      1.4799832    0.086677190      103.97145      4.3657119     0.75037585     1355125520
      2.2320000     -1.5053014      1.4460216     0.10955364      103.90675      4.0139245     0.75458862     1363379395
      2.2330000     -1.5029282      1.4771482   -0.036482740      104.99343      4.3637052     0.75039752     1371695834
      2.2340000     -1.5027614      1.4743886    0.049433200      104.97654      4.2101840     0.75181364     1380034526
      2.2350000     -1.4988688      1.4847800  -0.0093008400      104.21715      4.4928743     0.74652254     1388492841
      2.2360000     -1.4974749      1.4941601    0.031510530      103.61826      4.4921025     0.74505579     1396876579
      2.2370000     -1.4943087      1.5111493   -0.010139750      102.94283      4.7220256     0.74121703     1405321379
      2.2380000     -1.4947088      1.5035351  -0.0049695200      103.02582      4.6638686     0.74186240     1413777871
      2.2390000     -1.4926774      1.5242121    0.020430480      102.58332      4.6733799     0.74058646     1422268866
      2.2400000     -1.4920125      1.5058707    -0.11350072      100.32931      4.5301935     0.74118654     1430826657
      2.2410000     -1.4884526      1.5345205   -0.089224320      100.08909      4.9548797     0.73549330     1439327137
      2.2420000     -1.4861661      1.5514766   -0.012528880      100.82067      5.1336995     0.73244962     1447952259
      2.2430000     -1.4878933      1.5005439    -0.15782754      97.262938      4.4906522     0.73832928     1456533400
      2.2440000     -1.4848703      1.5254153    0.059071220      100.11879      4.8752458     0.73335236     1465154473
      2.2450000     -1.4810396      1.5498389    -0.15404068      95.487341      5.0440325     0.72893182     1473869274
      2.2460000     -1.4784771      1.5562816    0.020051600      98.912371      5.2164168     0.72560654     1482629421
      2.2470000     -1.4782029      1.5412141    0.045220970      98.512968      5.1591577     0.72557561     1491410570
      2.2480000     -1.4804161      1.5394243    -0.10119024      97.842463      5.0434655     0.72922550     1500165137
      2.2490000     -1.4762665      1.5522412    -0.13920110      95.162534      5.1558491     0.72487208     1508912909
      2.2500000     -1.4750933      1.5434681    -0.25302642      86.975950      5.0536708     0.72445510     1517857323
      2.2510000     -1.4748200      1.5523813   -0.049632670      97.969881      5.1618340     0.72438987     1526673224
      2.2520000     -1.4754823      1.5386035   -0.045808150      98.293382      5.0108640     0.72613977     1535521405
      2.2530000     -1.4720272      1.5390343   -0.033012010      97.524914      5.0539526     0.72244895     1544416816
      2.2540000     -1.4675812      1.5859948  -0.0047316800      96.158522      5.6789815     0.71405504     1553455189
      2.2550000     -1.4693999      1.5630186     0.10449117      95.071406      5.3847875     0.71869793     1562354331
      2.2560000     -1.4676261      1.5646201   -0.024866970      96.493679      5.3975561     0.71721719     1571321162
      2.2570000     -1.4637718      1.5853528   -0.038264270      95.061770      5.6761943     0.71121183     1580392383
      2.2580000     -1.4647192      1.5699095   -0.034265040      95.381124      5.5026602     0.71311852     1589483380
      2.2590000     -1.4638153      1.5501266   -0.049375710      95.406662      5.2742136     0.71516499     1598582003
      2.2600000     -1.4633998      1.5524129   -0.052075900      95.189000      5.3109147     0.71450898     1607601138
      2.2610000     -1.4572564      1.5916549   -0.097828030      91.978137      5.8543410     0.70454601     1616828194
      2.2620000     -1.4583795      1.5885882   0.0066439900      94.133717      5.6872302     0.70725457     1626080699
      2.2630000     -1.4558495      1.6052730    0.028745450      93.343439      5.9369697     0.70379571     1635212755
      2.2640000     -1.4531446      1.6117249    0.035292790      92.527425      6.0201860     0.70062583     1644443416
      2.2650000     -1.4506297      1.6346037   -0.069355600      91.208479      6.3367969     0.69670374     1653797901
      2.2660000     -1.4491102      1.6131385     0.13480712      88.671515      6.1281113     0.69698016     1663195326
      2.2670000     -1.4508606      1.5938452   -0.025909290      92.207705      5.9065640     0.69984499     1672408118
      2.2680000     -1.4467245      1.6154911    0.034755950      90.946562      6.2077688     0.69402949     1681776193
      2.2690000     -1.4449023      1.6310367    0.078926230      89.624420      6.2469860     0.69223395     1691252654
      2.2700000     -1.4420667      1.6307410   -0.022066290      89.831747      6.2940928     0.68888541     1700585912
      2.2710000     -1.4426004      1.6028878   -0.030926450      90.022722      6.1848295     0.69061283     1709974656
      2.2720000     -1.4400452      1.6346076   -0.084844260      88.324164      6.3198915     0.68773746     1719528312
      2.2730000     -1.4398471      1.6016660   -0.023669300      89.759703      6.0776654     0.68998798     1728997508
      2.2740000     -1.4362932      1.6381259   -0.019305570      88.635376      6.4736364     0.68371207     1738518272
      2.2750000     -1.4348265      1.6294725   -0.017124570      88.139379      6.4057565     0.68202143     1748177314
      2.2760000     -1.4321413      1.6401078    0.029565780      87.099148      6.7113239     0.67696444     1757792463
      2.2770000     -1.4311568      1.6469092     0.10928210      84.981063      6.7953069     0.67602884     1767500468
      2.2780000     -1.4318690      1.6289806   -0.046579180      87.461257      6.4639963     0.68077090     1777211905
      2.2790000     -1.4279194      1.6550650   -0.044255060      86.080984      6.8915866     0.67315682     1786925950
      2.2800000     -1.4256165      1.6499892    0.051275590      85.517879      6.8057115     0.67178013     1796733798
      2.2810000     -1.4241695      1.6512787    0.017910200      85.604582      6.7293085     0.67090016     1806550671
      2.2820000     -1.4243131      1.6496050   -0.011810660      85.880578      6.7394710     0.67204130     1816386543
      2.2830000     -1.4227518      1.6459073   -0.017765910      85.250757      6.7823041     0.66945823     1826168588
      2.2840000     -1.4181066      1.6724906    0.012492990      83.989020      7.1031804     0.66270221     1836097628
      2.2850000     -1.4204036      1.6433307    -0.10808161      82.823514      6.7546160     0.66800091     1846068427
      2.2860000     -1.4158913      1.6500178    0.028554050      83.403157      6.8978557     0.66184827     1855905638
