              T              E       Evar/T^2              M         Mvar/T      MvarAbs/T            |M|     Num_config
      2.2870000     -1.4179370      1.6397811   -0.080926820      82.999390      6.9820392     0.66421258     1865948712
      2.2880000     -1.4137571      1.6519666    0.021244230      83.062978      6.9938052     0.65997499     1875988061
      2.2890000     -1.4127583      1.6522240   -0.015618490      82.902558      6.9124342     0.65961915     1886040985
      2.2900000     -1.4117655      1.6415643    0.012096290      82.970536      6.7779997     0.66056687     1896088827
      2.2910000     -1.4074602      1.6762177    0.015390140      81.513838      7.3072121     0.65211602     1906288566
      2.2920000     -1.4091583      1.6549657    0.021296820      82.184041      7.0140526     0.65664114     1916372375
      2.2930000     -1.4052391      1.6702241    0.017532740      80.881537      7.3889580     0.64931010     1926615487
      2.2940000     -1.4022327      1.6601932   -0.030951280      79.857595      7.5043981     0.64490586     1936827047
      2.2950000     -1.4032374      1.6628104    0.046710600      80.148228      7.3325192     0.64804476     1947019196
      2.2960000     -1.4038925      1.6310905   0.0098990500      80.886527      7.0111285     0.65126245     1957249138
      2.2970000     -1.3968947      1.6881786  -0.0021163000      78.727482      7.6976015     0.63866546     1967562280
      2.2980000     -1.3985427      1.6672587   -0.058545580      79.205908      7.3553437     0.64514268     1977882886
      2.2990000     -1.3975781      1.6370126    0.069292610      78.879994      7.0580657     0.64621823     1988263369
      2.3000000     -1.3952407      1.6620900   -0.011645410      78.663532      7.4511171     0.64000547     1998620841
      2.3010000     -1.3921455      1.6635761   -0.052506130      77.401848      7.4437681     0.63654595     2009006236
      2.3020000     -1.3898058      1.6694719   -0.015124500      77.300792      7.7064391     0.63304364     2019450395
      2.3030000     -1.3914037      1.6674462    0.054068760      77.487954      7.5307879     0.63694726     2029846932
      2.3040000     -1.3904058      1.6690024   -0.010448100      77.692275      7.5626015     0.63565406     2040223186
      2.3050000     -1.3885257      1.6589742   -0.022837810      77.155668      7.6144105     0.63344539     2050740640
      2.3060000     -1.3874237      1.6611025  -0.0047544800      76.828285      7.5845807     0.63183270     2061151026
      2.3070000     -1.3831940      1.6703464    0.027911780      75.638479      7.8795990     0.62576226     2071651132
      2.3080000     -1.3783587      1.6757296  -0.0027825500      74.269046      8.1588419     0.61762741     2082350753
      2.3090000     -1.3816918      1.6702019  -0.0075434300      75.659252      7.7421993     0.62618535     2093018472
      2.3100000     -1.3795019      1.6793180   0.0015636700      74.993862      7.8493887     0.62270521     2103744472
      2.3110000     -1.3751312      1.6636592    0.014422500      73.645075      7.9940236     0.61604136     2114511177
      2.3120000     -1.3760029      1.6523033   -0.057600460      73.527996      7.8911051     0.61862674     2125318302
      2.3130000     -1.3715877      1.6828496   -0.068897570      71.974389      8.2591357     0.61088487     2136057227
      2.3140000     -1.3680689      1.6876036   -0.065725420      71.032317      8.3726106     0.60564530     2146935387
      2.3150000     -1.3696471      1.6740782   0.0071795700      72.529903      8.0734422     0.61081365    -2137196475
      2.3160000     -1.3671027      1.6640390    0.012411910      71.847566      8.0921748     0.60769875    -2126290390
      2.3170000     -1.3636959      1.6714359    0.036742200      70.666433      8.3262065     0.60204298    -2115354636
      2.3180000     -1.3663743      1.6552597    0.016117430      71.944957      8.0342946     0.60878737    -2104459091
      2.3190000     -1.3642494      1.6527930   -0.012606250      71.399452      8.0760362     0.60603335    -2093595740
      2.3200000     -1.3626802      1.6668955  -0.0089733000      71.014461      8.1652852     0.60382592    -2082554495
      2.3210000     -1.3619041      1.6458684   -0.012789700      71.030408      7.8859672     0.60544132    -2071567219
      2.3220000     -1.3577890      1.6600049   0.0082551500      69.883380      8.2479456     0.59821555    -2060355547
      2.3230000     -1.3556117      1.6609562    0.013499140      69.137734      8.4014111     0.59406096    -2049215178
      2.3240000     -1.3550350      1.6484790   0.0052614400      69.196028      8.2604784     0.59503212    -2038074166
      2.3250000     -1.3543813      1.6519595    0.020770950      69.013811      8.2700971     0.59456225    -2026860264
      2.3260000     -1.3498582      1.6447538    0.024539670      67.707536      8.2957794     0.58828697    -2015539435
      2.3270000     -1.3471080      1.6557784    0.053471060      66.444005      8.6393042     0.58235556    -2004167589
      2.3280000     -1.3475368      1.6496647    0.028926860      67.149883      8.4919659     0.58500072    -1992860597
      2.3290000     -1.3456544      1.6380288  -0.0039066900      66.858864      8.4504312     0.58317953    -1981570247
      2.3300000     -1.3417706      1.6636871   -0.047686930      65.370595      8.7129496     0.57645887    -1970134598
      2.3310000     -1.3411558      1.6539633   0.0015137700      65.639129      8.8019417     0.57551803    -1958697877
      2.3320000     -1.3391448      1.6512528   -0.024089540      65.211724      8.7616390     0.57418142    -1947205700
      2.3330000     -1.3403991      1.6494407    0.048249850      65.390765      8.5133318     0.57798415    -1935691979
      2.3340000     -1.3419345      1.6460544   -0.023901810      66.337062      8.3298671     0.58227423    -1924346445
      2.3350000     -1.3379135      1.6468480   0.0060720100      65.105855      8.6611374     0.57404957    -1912901502
      2.3360000     -1.3387218      1.6328234   0.0043295000      65.631564      8.5784194     0.57724268    -1901486230
      2.3370000     -1.3333156      1.6331281   -0.071707020      63.165196      8.7555901     0.56835730    -1889871203
      2.3380000     -1.3323028      1.6166993    0.014947110      64.055894      8.4492076     0.57030211    -1878263268
      2.3390000     -1.3305956      1.6434825    0.020539040      63.181786      8.8525574     0.56401420    -1866676034
      2.3400000     -1.3284826      1.6286865  -0.0089311400      62.874193      8.6770681     0.56314558    -1854971571
      2.3410000     -1.3266512      1.6259193   -0.027164180      62.407211      8.7786643     0.56089122    -1843344388
      2.3420000     -1.3238359      1.6195456   0.0093607400      61.598331      8.8673002     0.55572278    -1831584804
      2.3430000     -1.3244885      1.6067597    0.066110790      61.362338      8.7390055     0.55911699    -1819899814
      2.3440000     -1.3211300      1.6214382  -0.0046791200      61.249226      8.8121527     0.55434930    -1808141269
      2.3450000     -1.3216561      1.6164560   -0.010345620      61.471931      8.8961885     0.55527680    -1796367248
      2.3460000     -1.3178497      1.6141748    0.022219220      60.424421      8.8571095     0.55039620    -1784487094
      2.3470000     -1.3184786      1.5961576  -0.0023722300      60.547498      8.6487546     0.55183467    -1772619674
      2.3480000     -1.3155009      1.6208470   0.0037954000      60.125850      8.8493139     0.54864166    -1760689219
      2.3490000     -1.3125790      1.6152627    0.025929850      59.128147      8.8624431     0.54392803    -1748706909
      2.3500000     -1.3134927      1.6042505   -0.019082880      59.681072      8.9050751     0.54650996    -1736811215
      2.3510000     -1.3112158      1.5964159   -0.027431420      58.799038      8.9609925     0.54191844    -1724822078
      2.3520000     -1.3116392      1.6139715  -0.0061946800      59.499634      8.8819069     0.54559198    -1712830335
      2.3530000     -1.3091806      1.5948386   -0.031079590      58.668790      8.7074804     0.54301321    -1700910720
      2.3540000     -1.3048279      1.5893370  -0.0098380200      57.439201      9.0087754     0.53395678    -1688844516
      2.3550000     -1.3054150      1.5941903   -0.019063630      57.743005      8.9180886     0.53648869    -1676688773
      2.3560000     -1.3011486      1.5902328    0.013062270      56.535715      9.1204604     0.52862697    -1664461257
      2.3570000     -1.3008395      1.5946106   -0.010162420      56.864054      8.9700548     0.53133668    -1652192724
      2.3580000     -1.3004533      1.5776874    0.027165750      56.530406      8.9925816     0.53006929    -1639997938
      2.3590000     -1.2960149      1.5671768   0.0043298400      55.476471      9.0267541     0.52340802    -1627697517
      2.3600000     -1.3000786      1.5790343   -0.020163970      56.671107      8.9506806     0.53099633    -1615431782
      2.3610000     -1.2969017      1.5701397   0.0019332600      55.982338      8.8428865     0.52748872    -1603176842
      2.3620000     -1.2915075      1.5702999    0.014089870      54.307978      9.1414664     0.51663021    -1590823209
      2.3630000     -1.2897565      1.5505731   -0.015256110      54.012406      9.0596962     0.51554911    -1578455997
      2.3640000     -1.2901656      1.5423419    0.015967810      54.198719      8.9632886     0.51729717    -1566050547
      2.3650000     -1.2897759      1.5406175   -0.028223500      54.406286      8.8701635     0.51964304    -1553592084
      2.3660000     -1.2896198      1.5437504    0.016951930      54.408363      8.9398181     0.51887745    -1541165612
      2.3670000     -1.2900135      1.5683405   0.0044394900      54.876224      8.8853105     0.52170005    -1528722397
      2.3680000     -1.2840649      1.5467088  -0.0042764100      53.021360      9.0766476     0.51006959    -1516180107
      2.3690000     -1.2837456      1.5278774   0.0029850600      52.804194      8.9400342     0.50970030    -1503583672
      2.3700000     -1.2805017      1.5274084    0.014750760      52.021513      8.9807287     0.50520712    -1491029800
      2.3710000     -1.2791521      1.5391566    0.018720120      51.797943      9.0902098     0.50348836    -1478376051
      2.3720000     -1.2769668      1.5122820   -0.027229310      51.301648      8.9798726     0.50170665    -1465593716
      2.3730000     -1.2777440      1.5259523   0.0035483800      51.871769      8.9423335     0.50466966    -1452912314
      2.3740000     -1.2772612      1.5182482   -0.034751810      51.542523      8.9353749     0.50406459    -1440308571
      2.3750000     -1.2721261      1.5163366    0.011077020      50.270604      9.0733599     0.49470328    -1427506923
      2.3760000     -1.2725021      1.5241376   -0.032022820      50.499059      9.0474975     0.49724012    -1414778133
      2.3770000     -1.2720885      1.5031866   -0.015208840      50.540503      8.8958276     0.49769950    -1401972545
      2.3780000     -1.2700982      1.4882266   -0.017420410      50.031259      8.8552659     0.49507045    -1389108111
      2.3790000     -1.2670897      1.5008865    0.016089020      49.265959      9.0351448     0.48941968    -1376231643
      2.3800000     -1.2650007      1.5093640   -0.016728970      48.637046      9.1074387     0.48526387    -1363301149
      2.3810000     -1.2625149      1.4935866   -0.016117470      47.975295      9.1879644     0.48077163    -1350429391
      2.3820000     -1.2617911      1.4947629  -0.0070298800      48.185347      9.0483221     0.48281508    -1337476280
      2.3830000     -1.2639919      1.4975094   0.0060705900      48.907935      9.0216295     0.48750335    -1324577447
      2.3840000     -1.2597951      1.4605821  0.00059348000      47.949210      8.8743613     0.48258310    -1311547636
      2.3850000     -1.2589819      1.4692018   -0.026920770      47.648973      8.8058992     0.48200265    -1298506762
      2.3860000     -1.2558142      1.4540921  -0.0053264800      46.813438      8.9579641     0.47522234    -1285320000
      2.3870000     -1.2559571      1.4728699  -0.0060025600      46.978059      9.1249842     0.47531490    -1272153967
      2.3880000     -1.2530018      1.4838905   -0.018185400      46.102596      9.2334783     0.46950968    -1259088185
      2.3890000     -1.2519426      1.4575439   -0.016144710      45.991688      9.0714493     0.46985825    -1245883655
      2.3900000     -1.2525600      1.4531069   -0.020763930      46.212544      8.9113488     0.47255241    -1232716353
      2.3910000     -1.2487746      1.4493291    0.029779630      45.308615      8.9139305     0.46737143    -1219497360
      2.3920000     -1.2505081      1.4445015  -0.0015954400      46.124912      8.8887247     0.47188446    -1206311431
      2.3930000     -1.2473057      1.4370959   -0.010892750      45.429763      8.8682456     0.46781185    -1193095052
      2.3940000     -1.2447766      1.4262522   -0.013772930      44.569701      8.8978532     0.46226151    -1179785221
      2.3950000     -1.2451781      1.4338183    0.033371000      44.753860      8.8335004     0.46495890    -1166525052
      2.3960000     -1.2435318      1.4302514    0.010715980      44.603317      8.9282582     0.46239424    -1153133236
      2.3970000     -1.2431300      1.4177540 -0.00024619000      44.626962      8.7945984     0.46338483    -1139858187
      2.3980000     -1.2407776      1.4262933   -0.025354000      43.856963      8.9040449     0.45846000    -1126441417
      2.3990000     -1.2408045      1.4150632  -0.0094950400      44.271704      8.7220359     0.46184336    -1113021398
      2.4000000     -1.2350195      1.4140484   -0.017008600      42.528491      8.8643342     0.44974908    -1099561820
      2.4010000     -1.2347209      1.3965289    0.012022030      42.575061      8.8990586     0.44976075    -1086084020
      2.4020000     -1.2319604      1.3987610    0.018967630      42.002661      8.8792036     0.44639235    -1072475716
      2.4030000     -1.2300751      1.3961895   -0.012561910      41.476299      8.9058559     0.44252089    -1058868285
      2.4040000     -1.2287395      1.3883173   -0.021185620      40.988693      8.7970962     0.44036386    -1045222063
      2.4050000     -1.2297760      1.3833662   -0.016012990      41.728710      8.7457704     0.44560783    -1031609979
      2.4060000     -1.2287366      1.3919133    0.012806660      41.461947      8.8697225     0.44295174    -1017996238
      2.4070000     -1.2265791      1.3801371   -0.012812020      41.022456      8.6874597     0.44129354    -1004418040
      2.4080000     -1.2266764      1.3633071   -0.011955420      41.352502      8.5996866     0.44420140     -990725887
      2.4090000     -1.2232775      1.3701891   0.0073825500      40.351598      8.7387890     0.43639735     -976942966
      2.4100000     -1.2225953      1.3597382   -0.019295310      40.327436      8.6421105     0.43735157     -963198354
      2.4110000     -1.2186885      1.3500297   0.0010638600      39.383082      8.5970147     0.43077158     -949364199
      2.4120000     -1.2184302      1.3392753   -0.017274670      39.312443      8.6521250     0.43032561     -935574615
      2.4130000     -1.2196242      1.3623012  -0.0041034000      39.897496      8.6425247     0.43423778     -921685684
      2.4140000     -1.2180883      1.3334286   -0.033588650      39.136975      8.5881336     0.43068603     -907832586
      2.4150000     -1.2151817      1.3309755   -0.021475880      38.823029      8.5350894     0.42816428     -893894650
      2.4160000     -1.2142042      1.3341979  -0.0074910400      38.804106      8.4057336     0.42855838     -880001374
      2.4170000     -1.2125849      1.3268369   -0.013519210      38.139106      8.5652207     0.42294559     -866046941
      2.4180000     -1.2111791      1.3304259    0.010047360      38.178551      8.5872818     0.42306048     -852114169
      2.4190000     -1.2101546      1.3150350    0.017617150      37.907188      8.4474688     0.42245475     -838164722
      2.4200000     -1.2095643      1.3155998  -0.0077573300      37.838728      8.4903432     0.42144739     -824112149
      2.4210000     -1.2078809      1.3063258  -0.0035631900      37.401552      8.5214870     0.41810201     -809988650
      2.4220000     -1.2069059      1.3093205  -0.0074344100      37.223333      8.5322156     0.41686927     -795854649
      2.4230000     -1.2075966      1.3087215 -4.3080000E-05      37.754739      8.4014003     0.42167268     -781849093
      2.4240000     -1.2050371      1.3045018   0.0060779100      37.158237      8.3940972     0.41754955     -767699823
      2.4250000     -1.2027404      1.2835501    0.013640220      36.343566      8.3437386     0.41223174     -753561084
      2.4260000     -1.2019687      1.2991208  -0.0046661300      36.411451      8.4455883     0.41186737     -739350517
      2.4270000     -1.2023492      1.2933128  -0.0071695100      36.906957      8.3037576     0.41665491     -725250121
      2.4280000     -1.2017042      1.2969712   -0.011219380      36.652699      8.3510865     0.41462834     -711076478
      2.4290000     -1.1979106      1.2806408   -0.011817180      35.661151      8.3197118     0.40764020     -696843610
      2.4300000     -1.1963788      1.2602051   -0.034700360      35.146488      8.2682422     0.40557300     -682621351
      2.4310000     -1.1936228      1.2595677   0.0088038300      34.689097      8.2250619     0.40113923     -668282942
      2.4320000     -1.1924573      1.2525865  -0.0016698900      34.389434      8.1965856     0.39906805     -653934917
      2.4330000     -1.1926194      1.2680995    0.012811600      34.553449      8.3050007     0.39977534     -639644861
      2.4340000     -1.1918399      1.2547415  -0.0065781600      34.438882      8.2519333     0.39923784     -625259747
      2.4350000     -1.1917055      1.2626409   -0.016507260      34.605719      8.2467609     0.40091476     -610866102
      2.4360000     -1.1866024      1.2311849   0.0023907800      33.250841      8.1447364     0.39102672     -596350633
      2.4370000     -1.1866687      1.2314720   0.0031932600      33.564178      8.1393420     0.39358736     -581886796
      2.4380000     -1.1875299      1.2374472   -0.016282490      33.879586      8.0686527     0.39696695     -567379668
      2.4390000     -1.1862026      1.2285017   0.0093878100      33.633642      8.0633919     0.39497181     -552879183
      2.4400000     -1.1840304      1.2304235   0.0032998800      33.170963      8.0870492     0.39118124     -538246492
      2.4410000     -1.1824000      1.2276813   -0.024068520      32.630825      8.0734307     0.38786698     -523640402
      2.4420000     -1.1805765      1.2164824   0.0018726400      32.377805      8.0480246     0.38540474     -508997497
      2.4430000     -1.1817724      1.2265580  -0.0048325200      32.962549      7.9833881     0.39061948     -494353222
      2.4440000     -1.1778223      1.2051556    0.013861220      31.882785      7.9505159     0.38264644     -479731765
      2.4450000     -1.1794437      1.2141665  -0.0073180000      32.485652      8.0588033     0.38647466     -465124164
      2.4460000     -1.1767331      1.1993734   -0.010383690      31.976799      7.8675429     0.38410405     -450416550
      2.4470000     -1.1747607      1.1976895  0.00052199000      31.520014      7.8480046     0.38054407     -435682897
      2.4480000     -1.1760159      1.2006667  0.00058448000      32.125199      7.7866251     0.38594354     -421012522
      2.4490000     -1.1722269      1.1828137 -0.00062087000      30.899435      7.8677019     0.37551587     -406142296
      2.4500000     -1.1719801      1.1742816  -0.0056707800      30.989070      7.7865501     0.37702466     -391324221
      2.4510000     -1.1717855      1.1748557 -0.00093102000      31.127207      7.7434001     0.37853024     -376535682
      2.4520000     -1.1681105      1.1593093    0.015030130      30.224620      7.7250733     0.37168283     -361651644
      2.4530000     -1.1717345      1.1846397   0.0018857100      31.477370      7.7954395     0.38109447     -346808085
      2.4540000     -1.1677600      1.1670947  0.00042241000      30.512241      7.6837513     0.37423651     -331928251
      2.4550000     -1.1671977      1.1642518    0.011371320      30.419046      7.6473730     0.37401932     -317107273
      2.4560000     -1.1664526      1.1710270   -0.017966650      30.219551      7.7048629     0.37224049     -302276071
      2.4570000     -1.1615525      1.1538410   0.0082884500      29.022283      7.5966132     0.36287171     -287265106
      2.4580000     -1.1616639      1.1440530   0.0072805300      29.329983      7.5390047     0.36600351     -272227642
      2.4590000     -1.1607407      1.1503985   0.0071741300      29.246220      7.6647252     0.36431265     -257086292
      2.4600000     -1.1611299      1.1395428   -0.010378880      29.505511      7.5025005     0.36800304     -242110504
      2.4610000     -1.1601639      1.1382016  -0.0013036500      29.351156      7.4944971     0.36670805     -227077303
      2.4620000     -1.1595603      1.1290897   0.0061771300      29.146016      7.5123051     0.36495705     -212006435
      2.4630000     -1.1590946      1.1254097  -0.0079205200      29.080698      7.4339321     0.36517488     -196937293
      2.4640000     -1.1557741      1.1194560  -0.0034054300      28.343615      7.4088911     0.35912323     -181812176
      2.4650000     -1.1544903      1.1183639   -0.011818770      28.295862      7.3829231     0.35918751     -166588143
      2.4660000     -1.1529352      1.1201208   0.0053794200      27.864252      7.4299543     0.35497378     -151389932
      2.4670000     -1.1520367      1.1133354   -0.011848230      27.755128      7.3223743     0.35518923     -136112471
      2.4680000     -1.1518110      1.1204610  -0.0046457400      27.846721      7.4250564     0.35499754     -120914679
      2.4690000     -1.1480159      1.0936073   0.0074585900      26.927931      7.1914572     0.34911175     -105635304
      2.4700000     -1.1491124      1.0996134   0.0026340200      27.477308      7.2752910     0.35320588      -90363323
      2.4710000     -1.1485399      1.0917270   0.0012588700      27.350917      7.1594026     0.35317795      -75061448
      2.4720000     -1.1473226      1.0988404   -0.014937530      27.172470      7.2188399     0.35147769      -59753951
      2.4730000     -1.1455266      1.0813955   -0.011521780      26.839595      7.1239681     0.34932022      -44450589
      2.4740000     -1.1452912      1.0959839  -0.0053398000      27.017722      7.2322348     0.34985962      -29091698
      2.4750000     -1.1434197      1.0823256  -0.0016849600      26.612155      7.1080262     0.34739694      -13708227
      2.4760000     -1.1427893      1.0681963  -0.0068700000      26.473642      7.0416252     0.34688814        1724418
      2.4770000     -1.1414732      1.0702277  -0.0051387100      26.315243      7.0948991     0.34503389       17175801
      2.4780000     -1.1411950      1.0698607  -0.0097906900      26.316303      7.0813387     0.34533529       32665812
      2.4790000     -1.1403649      1.0708076    0.015203940      26.122741      7.0796725     0.34387582       48161970
      2.4800000     -1.1382233      1.0596511   0.0014618000      25.820480      6.9960288     0.34163392       63726751
      2.4810000     -1.1362923      1.0525820   -0.010538520      25.368380      6.9143791     0.33848486       79251230
      2.4820000     -1.1363565      1.0637811  -0.0099491600      25.518227      6.9726015     0.33937382       94831949
      2.4830000     -1.1373811      1.0652581  -0.0079147800      25.958073      7.0296003     0.34287190      110383308
      2.4840000     -1.1336765      1.0447494    0.019679790      25.126151      6.8697711     0.33728239      125938468
      2.4850000     -1.1354622      1.0626363  0.00037580000      25.830201      6.9839810     0.34217288      141507096
      2.4860000     -1.1308813      1.0319173   0.0037988400      24.441883      6.7987086     0.33115972      157132104
      2.4870000     -1.1308394      1.0388071 -0.00041229000      24.647630      6.8460299     0.33268847      172763044
      2.4880000     -1.1296510      1.0359000  -0.0014027100      24.558303      6.8136287     0.33222559      188429479
      2.4890000     -1.1293448      1.0263672   -0.012032710      24.323062      6.8072659     0.33035863      204149153
      2.4900000     -1.1269608      1.0202385  -0.0029869500      23.827370      6.7135333     0.32640857      219919318
      2.4910000     -1.1277558      1.0397894  -0.0012517500      24.437917      6.8272453     0.33116767      235685857
      2.4920000     -1.1251387      1.0186439    0.011409840      23.727908      6.6964271     0.32593912      251494560
      2.4930000     -1.1239504      1.0099297  -0.0091341500      23.386735      6.6251055     0.32334237      267240053
      2.4940000     -1.1257583      1.0159058   -0.014638140      24.195837      6.6603689     0.33098024      283020776
      2.4950000     -1.1241817      1.0288557  -0.0082425500      23.942547      6.7218334     0.32784469      298902177
      2.4960000     -1.1244076      1.0241269  0.00071590000      24.107615      6.6857974     0.32971602      314692159
      2.4970000     -1.1217566      1.0069204   0.0031411400      23.683821      6.5416916     0.32713852      330542051
      2.4980000     -1.1188972     0.98850842  -0.0063853100      22.817349      6.4573251     0.31970161      346484661
      2.4990000     -1.1184917     0.99163560  -0.0040807300      22.939486      6.4805853     0.32069243      362387199
      2.5000000     -1.1177044     0.98927667   0.0045322200      22.747669      6.4738890     0.31895402      378346677
